Combined Feature,Weight,Class,Feature,l1,l2,dist,dist_pix,a,angl
entropy_test_dist_8_angl_3,-0.092692861380802,Class 0,entropy,test,dist,8,15,angl,3
mean_test_dist_8_angl_2,-0.074552419653098,Class 0,mean,test,dist,8,15,angl,2
dissimilarity_test_dist_8_angl_3,-0.072741705152051,Class 0,dissimilarity,test,dist,8,15,angl,3
std_test_dist_8_angl_4,-0.072192320416822,Class 0,std,test,dist,8,15,angl,4
ASM_test_dist_8_angl_3,-0.066589718686856,Class 0,ASM,test,dist,8,15,angl,3
dissimilarity_test_dist_8_angl_1,-0.065434904532233,Class 0,dissimilarity,test,dist,8,15,angl,1
variance_test_dist_8_angl_4,-0.06059701312908,Class 0,variance,test,dist,8,15,angl,4
mean_test_dist_8_angl_1,-0.048049048866929,Class 0,mean,test,dist,8,15,angl,1
dissimilarity_test_dist_8_angl_2,-0.034221023207745,Class 0,dissimilarity,test,dist,8,15,angl,2
correlation_test_dist_8_angl_1,-0.033550290330284,Class 0,correlation,test,dist,8,15,angl,1
dissimilarity_test_dist_8_angl_4,-0.015930752232225,Class 0,dissimilarity,test,dist,8,15,angl,4
contrast_test_dist_8_angl_2,-0.014940265462689,Class 0,contrast,test,dist,8,15,angl,2
homogeneity_test_dist_8_angl_2,-0.008793761020047,Class 0,homogeneity,test,dist,8,15,angl,2
std_test_dist_8_angl_3,-0.007402065667068,Class 0,std,test,dist,8,15,angl,3
homogeneity_test_dist_8_angl_1,0.005222395093258,Class 0,homogeneity,test,dist,8,15,angl,1
variance_test_dist_8_angl_3,0.008592918361874,Class 0,variance,test,dist,8,15,angl,3
variance_test_dist_8_angl_1,0.016984990699825,Class 0,variance,test,dist,8,15,angl,1
energy_test_dist_8_angl_3,0.021963811715073,Class 0,energy,test,dist,8,15,angl,3
variance_test_dist_8_angl_2,0.029338738256771,Class 0,variance,test,dist,8,15,angl,2
energy_test_dist_8_angl_1,0.047252683084346,Class 0,energy,test,dist,8,15,angl,1
energy_test_dist_8_angl_4,0.048636766589668,Class 0,energy,test,dist,8,15,angl,4
homogeneity_test_dist_8_angl_3,0.054956264918249,Class 0,homogeneity,test,dist,8,15,angl,3
contrast_test_dist_8_angl_3,0.055784662617341,Class 0,contrast,test,dist,8,15,angl,3
entropy_test_dist_8_angl_1,0.086269187511705,Class 0,entropy,test,dist,8,15,angl,1
energy_test_dist_8_angl_2,0.087533943200563,Class 0,energy,test,dist,8,15,angl,2
homogeneity_test_dist_8_angl_4,0.09157702626927,Class 0,homogeneity,test,dist,8,15,angl,4
std_test_dist_8_angl_2,0.096190394877204,Class 0,std,test,dist,8,15,angl,2
contrast_test_dist_8_angl_4,0.105667260336894,Class 0,contrast,test,dist,8,15,angl,4
ASM_test_dist_8_angl_1,0.231160775964552,Class 0,ASM,test,dist,8,15,angl,1
correlation_test_dist_8_angl_3,0.250308796172224,Class 0,correlation,test,dist,8,15,angl,3
dissimilarity_test_dist_9_angl_3,-0.414753806453088,Class 0,dissimilarity,test,dist,9,6,angl,3
mean_test_dist_9_angl_2,-0.21722881997036,Class 0,mean,test,dist,9,6,angl,2
mean_test_dist_9_angl_1,-0.203089996998896,Class 0,mean,test,dist,9,6,angl,1
contrast_test_dist_9_angl_2,-0.159307570370919,Class 0,contrast,test,dist,9,6,angl,2
correlation_test_dist_9_angl_2,-0.126248937768417,Class 0,correlation,test,dist,9,6,angl,2
correlation_test_dist_9_angl_3,-0.116285727458146,Class 0,correlation,test,dist,9,6,angl,3
std_test_dist_9_angl_1,-0.105190602527198,Class 0,std,test,dist,9,6,angl,1
correlation_test_dist_9_angl_1,-0.096333822915545,Class 0,correlation,test,dist,9,6,angl,1
dissimilarity_test_dist_9_angl_2,-0.081673035058531,Class 0,dissimilarity,test,dist,9,6,angl,2
ASM_test_dist_9_angl_3,-0.081070971154897,Class 0,ASM,test,dist,9,6,angl,3
entropy_test_dist_9_angl_3,-0.072951432794063,Class 0,entropy,test,dist,9,6,angl,3
std_test_dist_9_angl_4,-0.065241997178954,Class 0,std,test,dist,9,6,angl,4
homogeneity_test_dist_9_angl_2,-0.06371484965212,Class 0,homogeneity,test,dist,9,6,angl,2
dissimilarity_test_dist_9_angl_1,-0.058425170613004,Class 0,dissimilarity,test,dist,9,6,angl,1
variance_test_dist_9_angl_1,-0.021494559698173,Class 0,variance,test,dist,9,6,angl,1
dissimilarity_test_dist_9_angl_4,-0.018528368363905,Class 0,dissimilarity,test,dist,9,6,angl,4
contrast_test_dist_9_angl_3,-0.016635947593752,Class 0,contrast,test,dist,9,6,angl,3
contrast_test_dist_9_angl_4,-0.010220208029175,Class 0,contrast,test,dist,9,6,angl,4
variance_test_dist_9_angl_2,-0.000152831241321,Class 0,variance,test,dist,9,6,angl,2
mean_test_dist_9_angl_3,0.011221182299247,Class 0,mean,test,dist,9,6,angl,3
std_test_dist_9_angl_2,0.014683814075047,Class 0,std,test,dist,9,6,angl,2
mean_test_dist_9_angl_4,0.019829977109828,Class 0,mean,test,dist,9,6,angl,4
variance_test_dist_9_angl_4,0.021160942914742,Class 0,variance,test,dist,9,6,angl,4
ASM_test_dist_9_angl_4,0.029585756279207,Class 0,ASM,test,dist,9,6,angl,4
homogeneity_test_dist_9_angl_3,0.02975334419398,Class 0,homogeneity,test,dist,9,6,angl,3
entropy_test_dist_9_angl_4,0.039687555398714,Class 0,entropy,test,dist,9,6,angl,4
energy_test_dist_9_angl_3,0.043516079455605,Class 0,energy,test,dist,9,6,angl,3
energy_test_dist_9_angl_1,0.054995481513048,Class 0,energy,test,dist,9,6,angl,1
homogeneity_test_dist_9_angl_4,0.06100291278348,Class 0,homogeneity,test,dist,9,6,angl,4
energy_test_dist_9_angl_4,0.097129950839283,Class 0,energy,test,dist,9,6,angl,4
energy_test_dist_9_angl_2,0.103094325344476,Class 0,energy,test,dist,9,6,angl,2
ASM_test_dist_9_angl_2,0.153809405531587,Class 0,ASM,test,dist,9,6,angl,2
ASM_test_dist_9_angl_1,0.153916168718905,Class 0,ASM,test,dist,9,6,angl,1
std_test_dist_9_angl_3,0.195760638228801,Class 0,std,test,dist,9,6,angl,3
variance_test_dist_9_angl_3,0.210595700622594,Class 0,variance,test,dist,9,6,angl,3
contrast_test_dist_9_angl_1,0.216977154795127,Class 0,contrast,test,dist,9,6,angl,1
entropy_test_dist_9_angl_2,0.241639204761514,Class 0,entropy,test,dist,9,6,angl,2
correlation_test_dist_9_angl_4,0.305253139886912,Class 0,correlation,test,dist,9,6,angl,4
entropy_test_dist_9_angl_1,0.42311646517228,Class 0,entropy,test,dist,9,6,angl,1
homogeneity_test_dist_9_angl_1,0.424492572092795,Class 0,homogeneity,test,dist,9,6,angl,1
contrast_test_dist_10_angl_3,-0.428631348447816,Class 0,contrast,test,dist,10,7,angl,3
energy_test_dist_10_angl_1,-0.414865839966613,Class 0,energy,test,dist,10,7,angl,1
homogeneity_test_dist_10_angl_3,-0.303980630602837,Class 0,homogeneity,test,dist,10,7,angl,3
mean_test_dist_10_angl_1,-0.212259588238961,Class 0,mean,test,dist,10,7,angl,1
dissimilarity_test_dist_10_angl_4,-0.179140360257704,Class 0,dissimilarity,test,dist,10,7,angl,4
contrast_test_dist_10_angl_2,-0.170797098271303,Class 0,contrast,test,dist,10,7,angl,2
correlation_test_dist_10_angl_1,-0.160967875365259,Class 0,correlation,test,dist,10,7,angl,1
contrast_test_dist_10_angl_4,-0.159951356945029,Class 0,contrast,test,dist,10,7,angl,4
correlation_test_dist_10_angl_3,-0.116560209374742,Class 0,correlation,test,dist,10,7,angl,3
energy_test_dist_10_angl_4,-0.116349486529615,Class 0,energy,test,dist,10,7,angl,4
homogeneity_test_dist_10_angl_4,-0.100641640402353,Class 0,homogeneity,test,dist,10,7,angl,4
variance_test_dist_10_angl_1,-0.084048047397071,Class 0,variance,test,dist,10,7,angl,1
variance_test_dist_10_angl_4,-0.079995341619842,Class 0,variance,test,dist,10,7,angl,4
homogeneity_test_dist_10_angl_2,-0.074552419653098,Class 0,homogeneity,test,dist,10,7,angl,2
energy_test_dist_10_angl_3,-0.06634720437568,Class 0,energy,test,dist,10,7,angl,3
mean_test_dist_10_angl_4,-0.053741671529079,Class 0,mean,test,dist,10,7,angl,4
homogeneity_test_dist_10_angl_1,-0.048049048866929,Class 0,homogeneity,test,dist,10,7,angl,1
mean_test_dist_10_angl_3,-0.047554715790481,Class 0,mean,test,dist,10,7,angl,3
entropy_test_dist_10_angl_1,-0.022233028688918,Class 0,entropy,test,dist,10,7,angl,1
ASM_test_dist_10_angl_2,-0.016932447479136,Class 0,ASM,test,dist,10,7,angl,2
correlation_test_dist_10_angl_4,-0.015931006571308,Class 0,correlation,test,dist,10,7,angl,4
std_test_dist_10_angl_4,-0.011791431438321,Class 0,std,test,dist,10,7,angl,4
entropy_test_dist_10_angl_2,-0.010834483287864,Class 0,entropy,test,dist,10,7,angl,2
std_test_dist_10_angl_3,-0.002819200256253,Class 0,std,test,dist,10,7,angl,3
std_test_dist_10_angl_1,0.02633302792767,Class 0,std,test,dist,10,7,angl,1
variance_test_dist_10_angl_3,0.042379915326399,Class 0,variance,test,dist,10,7,angl,3
dissimilarity_test_dist_10_angl_3,0.043603271704602,Class 0,dissimilarity,test,dist,10,7,angl,3
std_test_dist_10_angl_2,0.043715961881822,Class 0,std,test,dist,10,7,angl,2
ASM_test_dist_10_angl_3,0.047330952388392,Class 0,ASM,test,dist,10,7,angl,3
dissimilarity_test_dist_10_angl_1,0.054490446924868,Class 0,dissimilarity,test,dist,10,7,angl,1
entropy_test_dist_10_angl_3,0.055027447430229,Class 0,entropy,test,dist,10,7,angl,3
ASM_test_dist_10_angl_1,0.056685548617623,Class 0,ASM,test,dist,10,7,angl,1
ASM_test_dist_10_angl_4,0.078769885035616,Class 0,ASM,test,dist,10,7,angl,4
contrast_test_dist_10_angl_1,0.087413271522282,Class 0,contrast,test,dist,10,7,angl,1
entropy_test_dist_10_angl_4,0.09501682902635,Class 0,entropy,test,dist,10,7,angl,4
dissimilarity_test_dist_10_angl_2,0.103583873684368,Class 0,dissimilarity,test,dist,10,7,angl,2
mean_test_dist_10_angl_2,0.110257357525415,Class 0,mean,test,dist,10,7,angl,2
correlation_test_dist_10_angl_2,0.136958699648168,Class 0,correlation,test,dist,10,7,angl,2
energy_test_dist_10_angl_2,0.18316459214003,Class 0,energy,test,dist,10,7,angl,2
variance_test_dist_10_angl_2,0.876500139781323,Class 0,variance,test,dist,10,7,angl,2
contrast_test_dist_11_angl_4,-0.195209845882624,Class 0,contrast,test,dist,11,8,angl,4
entropy_test_dist_11_angl_1,-0.140780261587158,Class 0,entropy,test,dist,11,8,angl,1
ASM_test_dist_11_angl_2,-0.135147451029709,Class 0,ASM,test,dist,11,8,angl,2
entropy_test_dist_11_angl_2,-0.134348378667198,Class 0,entropy,test,dist,11,8,angl,2
homogeneity_test_dist_11_angl_1,-0.108764842260023,Class 0,homogeneity,test,dist,11,8,angl,1
energy_test_dist_11_angl_1,-0.105643998217409,Class 0,energy,test,dist,11,8,angl,1
variance_test_dist_11_angl_2,-0.103255707303905,Class 0,variance,test,dist,11,8,angl,2
contrast_test_dist_11_angl_2,-0.099955847046281,Class 0,contrast,test,dist,11,8,angl,2
entropy_test_dist_11_angl_3,-0.088264424791734,Class 0,entropy,test,dist,11,8,angl,3
std_test_dist_11_angl_3,-0.080870615067171,Class 0,std,test,dist,11,8,angl,3
dissimilarity_test_dist_11_angl_4,-0.066412484421138,Class 0,dissimilarity,test,dist,11,8,angl,4
dissimilarity_test_dist_11_angl_2,-0.063415571275195,Class 0,dissimilarity,test,dist,11,8,angl,2
variance_test_dist_11_angl_1,-0.056792213817297,Class 0,variance,test,dist,11,8,angl,1
dissimilarity_test_dist_11_angl_3,-0.050639729289499,Class 0,dissimilarity,test,dist,11,8,angl,3
homogeneity_test_dist_11_angl_4,-0.048872999854126,Class 0,homogeneity,test,dist,11,8,angl,4
energy_test_dist_11_angl_2,-0.029067707739243,Class 0,energy,test,dist,11,8,angl,2
ASM_test_dist_11_angl_1,-0.017771769341819,Class 0,ASM,test,dist,11,8,angl,1
std_test_dist_11_angl_1,-0.002211172553324,Class 0,std,test,dist,11,8,angl,1
homogeneity_test_dist_11_angl_2,0.003209571059611,Class 0,homogeneity,test,dist,11,8,angl,2
variance_test_dist_11_angl_3,0.011264305488101,Class 0,variance,test,dist,11,8,angl,3
mean_test_dist_11_angl_1,0.025852447066426,Class 0,mean,test,dist,11,8,angl,1
variance_test_dist_11_angl_4,0.029839455477726,Class 0,variance,test,dist,11,8,angl,4
correlation_test_dist_11_angl_3,0.032801829817387,Class 0,correlation,test,dist,11,8,angl,3
std_test_dist_11_angl_4,0.033118998584079,Class 0,std,test,dist,11,8,angl,4
energy_test_dist_11_angl_3,0.048465912021649,Class 0,energy,test,dist,11,8,angl,3
correlation_test_dist_11_angl_1,0.054150730194893,Class 0,correlation,test,dist,11,8,angl,1
mean_test_dist_11_angl_2,0.056569551551424,Class 0,mean,test,dist,11,8,angl,2
energy_test_dist_11_angl_4,0.093805787361976,Class 0,energy,test,dist,11,8,angl,4
correlation_test_dist_11_angl_2,0.098817215727997,Class 0,correlation,test,dist,11,8,angl,2
mean_test_dist_11_angl_3,0.099280731815376,Class 0,mean,test,dist,11,8,angl,3
contrast_test_dist_11_angl_1,0.13007585304574,Class 0,contrast,test,dist,11,8,angl,1
homogeneity_test_dist_11_angl_3,0.13750510556161,Class 0,homogeneity,test,dist,11,8,angl,3
mean_test_dist_11_angl_4,0.148513613015979,Class 0,mean,test,dist,11,8,angl,4
std_test_dist_11_angl_2,0.153567732628155,Class 0,std,test,dist,11,8,angl,2
ASM_test_dist_11_angl_3,0.174211462804213,Class 0,ASM,test,dist,11,8,angl,3
correlation_test_dist_11_angl_4,0.227046097274345,Class 0,correlation,test,dist,11,8,angl,4
entropy_test_dist_11_angl_4,0.245437216217795,Class 0,entropy,test,dist,11,8,angl,4
contrast_test_dist_11_angl_3,0.350133098885057,Class 0,contrast,test,dist,11,8,angl,3
ASM_test_dist_11_angl_4,0.378436908459987,Class 0,ASM,test,dist,11,8,angl,4
dissimilarity_test_dist_11_angl_1,0.559438449937319,Class 0,dissimilarity,test,dist,11,8,angl,1
dissimilarity_test_dist_12_angl_1,-0.333355389820162,Class 0,dissimilarity,test,dist,12,9,angl,1
contrast_test_dist_12_angl_4,-0.326979347395457,Class 0,contrast,test,dist,12,9,angl,4
variance_test_dist_12_angl_2,-0.24562605399064,Class 0,variance,test,dist,12,9,angl,2
energy_test_dist_12_angl_2,-0.196784453661468,Class 0,energy,test,dist,12,9,angl,2
entropy_test_dist_12_angl_1,-0.191279648466987,Class 0,entropy,test,dist,12,9,angl,1
correlation_test_dist_12_angl_4,-0.188619941180277,Class 0,correlation,test,dist,12,9,angl,4
correlation_test_dist_12_angl_2,-0.158057658287941,Class 0,correlation,test,dist,12,9,angl,2
variance_test_dist_12_angl_4,-0.129518886439775,Class 0,variance,test,dist,12,9,angl,4
correlation_test_dist_12_angl_1,-0.112778468436284,Class 0,correlation,test,dist,12,9,angl,1
entropy_test_dist_12_angl_3,-0.106202135683723,Class 0,entropy,test,dist,12,9,angl,3
ASM_test_dist_12_angl_1,-0.102425141731073,Class 0,ASM,test,dist,12,9,angl,1
correlation_test_dist_12_angl_3,-0.086294883277448,Class 0,correlation,test,dist,12,9,angl,3
mean_test_dist_12_angl_4,-0.066627992052236,Class 0,mean,test,dist,12,9,angl,4
contrast_test_dist_12_angl_2,-0.058433532323697,Class 0,contrast,test,dist,12,9,angl,2
mean_test_dist_12_angl_3,-0.05068745321419,Class 0,mean,test,dist,12,9,angl,3
variance_test_dist_12_angl_1,-0.050205436489422,Class 0,variance,test,dist,12,9,angl,1
contrast_test_dist_12_angl_1,-0.047629337639954,Class 0,contrast,test,dist,12,9,angl,1
energy_test_dist_12_angl_3,-0.043746594616119,Class 0,energy,test,dist,12,9,angl,3
std_test_dist_12_angl_2,-0.024458495127635,Class 0,std,test,dist,12,9,angl,2
ASM_test_dist_12_angl_3,-0.016175881891669,Class 0,ASM,test,dist,12,9,angl,3
entropy_test_dist_12_angl_4,-0.015931576462597,Class 0,entropy,test,dist,12,9,angl,4
ASM_test_dist_12_angl_4,-0.01593075223223,Class 0,ASM,test,dist,12,9,angl,4
dissimilarity_test_dist_12_angl_2,-0.014940265462689,Class 0,dissimilarity,test,dist,12,9,angl,2
homogeneity_test_dist_12_angl_3,0.003822770973277,Class 0,homogeneity,test,dist,12,9,angl,3
energy_test_dist_12_angl_1,0.011424779003476,Class 0,energy,test,dist,12,9,angl,1
homogeneity_test_dist_12_angl_4,0.0195896186789,Class 0,homogeneity,test,dist,12,9,angl,4
homogeneity_test_dist_12_angl_1,0.034611697153168,Class 0,homogeneity,test,dist,12,9,angl,1
std_test_dist_12_angl_3,0.041469094689174,Class 0,std,test,dist,12,9,angl,3
dissimilarity_test_dist_12_angl_3,0.055784662617341,Class 0,dissimilarity,test,dist,12,9,angl,3
homogeneity_test_dist_12_angl_2,0.061174673670754,Class 0,homogeneity,test,dist,12,9,angl,2
std_test_dist_12_angl_1,0.064863690171219,Class 0,std,test,dist,12,9,angl,1
std_test_dist_12_angl_4,0.07064073583488,Class 0,std,test,dist,12,9,angl,4
ASM_test_dist_12_angl_2,0.097163770889005,Class 0,ASM,test,dist,12,9,angl,2
mean_test_dist_12_angl_2,0.098970934991913,Class 0,mean,test,dist,12,9,angl,2
dissimilarity_test_dist_12_angl_4,0.105667260336894,Class 0,dissimilarity,test,dist,12,9,angl,4
mean_test_dist_12_angl_1,0.121111730080116,Class 0,mean,test,dist,12,9,angl,1
entropy_test_dist_12_angl_2,0.134625528858052,Class 0,entropy,test,dist,12,9,angl,2
energy_test_dist_12_angl_4,0.149628703837428,Class 0,energy,test,dist,12,9,angl,4
contrast_test_dist_12_angl_3,0.198521493075762,Class 0,contrast,test,dist,12,9,angl,3
variance_test_dist_12_angl_3,0.336118227978152,Class 0,variance,test,dist,12,9,angl,3
std_test_dist_13_angl_3,-0.458742418588597,Class 0,std,test,dist,13,11,angl,3
contrast_test_dist_13_angl_2,-0.33465495224325,Class 0,contrast,test,dist,13,11,angl,2
std_test_dist_13_angl_1,-0.195248038259853,Class 0,std,test,dist,13,11,angl,1
std_test_dist_13_angl_2,-0.152557022298766,Class 0,std,test,dist,13,11,angl,2
contrast_test_dist_13_angl_4,-0.145482202036032,Class 0,contrast,test,dist,13,11,angl,4
dissimilarity_test_dist_13_angl_2,-0.11106845883403,Class 0,dissimilarity,test,dist,13,11,angl,2
variance_test_dist_13_angl_4,-0.097432378467158,Class 0,variance,test,dist,13,11,angl,4
energy_test_dist_13_angl_3,-0.093035945498021,Class 0,energy,test,dist,13,11,angl,3
mean_test_dist_13_angl_2,-0.083922291620367,Class 0,mean,test,dist,13,11,angl,2
homogeneity_test_dist_13_angl_3,-0.07972839735041,Class 0,homogeneity,test,dist,13,11,angl,3
energy_test_dist_13_angl_1,-0.075527641230043,Class 0,energy,test,dist,13,11,angl,1
dissimilarity_test_dist_13_angl_1,-0.073932697171943,Class 0,dissimilarity,test,dist,13,11,angl,1
variance_test_dist_13_angl_1,-0.069688801518265,Class 0,variance,test,dist,13,11,angl,1
dissimilarity_test_dist_13_angl_3,-0.060883467800811,Class 0,dissimilarity,test,dist,13,11,angl,3
ASM_test_dist_13_angl_4,-0.054182188620572,Class 0,ASM,test,dist,13,11,angl,4
correlation_test_dist_13_angl_2,-0.041797611956187,Class 0,correlation,test,dist,13,11,angl,2
energy_test_dist_13_angl_4,-0.023166180064945,Class 0,energy,test,dist,13,11,angl,4
std_test_dist_13_angl_4,-0.017201106914302,Class 0,std,test,dist,13,11,angl,4
mean_test_dist_13_angl_3,0.020380514915894,Class 0,mean,test,dist,13,11,angl,3
entropy_test_dist_13_angl_3,0.036018570538563,Class 0,entropy,test,dist,13,11,angl,3
energy_test_dist_13_angl_2,0.038312875652688,Class 0,energy,test,dist,13,11,angl,2
variance_test_dist_13_angl_2,0.040623339616915,Class 0,variance,test,dist,13,11,angl,2
correlation_test_dist_13_angl_3,0.040943477165598,Class 0,correlation,test,dist,13,11,angl,3
mean_test_dist_13_angl_4,0.044714416571118,Class 0,mean,test,dist,13,11,angl,4
ASM_test_dist_13_angl_3,0.04686222456871,Class 0,ASM,test,dist,13,11,angl,3
entropy_test_dist_13_angl_1,0.053279248301761,Class 0,entropy,test,dist,13,11,angl,1
ASM_test_dist_13_angl_1,0.055408122448884,Class 0,ASM,test,dist,13,11,angl,1
homogeneity_test_dist_13_angl_4,0.066047053982754,Class 0,homogeneity,test,dist,13,11,angl,4
correlation_test_dist_13_angl_4,0.080711467817442,Class 0,correlation,test,dist,13,11,angl,4
mean_test_dist_13_angl_1,0.081780401581471,Class 0,mean,test,dist,13,11,angl,1
entropy_test_dist_13_angl_2,0.094440121847463,Class 0,entropy,test,dist,13,11,angl,2
variance_test_dist_13_angl_3,0.103713544013574,Class 0,variance,test,dist,13,11,angl,3
ASM_test_dist_13_angl_2,0.105196310283133,Class 0,ASM,test,dist,13,11,angl,2
homogeneity_test_dist_13_angl_2,0.139169747825894,Class 0,homogeneity,test,dist,13,11,angl,2
entropy_test_dist_13_angl_4,0.156717202477359,Class 0,entropy,test,dist,13,11,angl,4
contrast_test_dist_13_angl_3,0.16366447667694,Class 0,contrast,test,dist,13,11,angl,3
contrast_test_dist_13_angl_1,0.172258428654669,Class 0,contrast,test,dist,13,11,angl,1
correlation_test_dist_13_angl_1,0.235740939318696,Class 0,correlation,test,dist,13,11,angl,1
homogeneity_test_dist_13_angl_1,0.298026025508917,Class 0,homogeneity,test,dist,13,11,angl,1
dissimilarity_test_dist_13_angl_4,0.401016991914817,Class 0,dissimilarity,test,dist,13,11,angl,4
entropy_test_dist_14_angl_2,-0.677365129538671,Class 0,entropy,test,dist,14,12,angl,2
correlation_test_dist_14_angl_3,-0.375125517860623,Class 0,correlation,test,dist,14,12,angl,3
ASM_test_dist_14_angl_1,-0.374194761360744,Class 0,ASM,test,dist,14,12,angl,1
contrast_test_dist_14_angl_2,-0.270933652077368,Class 0,contrast,test,dist,14,12,angl,2
ASM_test_dist_14_angl_2,-0.215722628184772,Class 0,ASM,test,dist,14,12,angl,2
mean_test_dist_14_angl_2,-0.18645517185812,Class 0,mean,test,dist,14,12,angl,2
entropy_test_dist_14_angl_4,-0.179561568526627,Class 0,entropy,test,dist,14,12,angl,4
std_test_dist_14_angl_1,-0.176113106863504,Class 0,std,test,dist,14,12,angl,1
ASM_test_dist_14_angl_4,-0.17359919310953,Class 0,ASM,test,dist,14,12,angl,4
mean_test_dist_14_angl_4,-0.171001300207408,Class 0,mean,test,dist,14,12,angl,4
dissimilarity_test_dist_14_angl_1,-0.14538716228669,Class 0,dissimilarity,test,dist,14,12,angl,1
contrast_test_dist_14_angl_3,-0.119669373524915,Class 0,contrast,test,dist,14,12,angl,3
dissimilarity_test_dist_14_angl_3,-0.114507526940355,Class 0,dissimilarity,test,dist,14,12,angl,3
contrast_test_dist_14_angl_4,-0.114358029675322,Class 0,contrast,test,dist,14,12,angl,4
variance_test_dist_14_angl_4,-0.095010860499914,Class 0,variance,test,dist,14,12,angl,4
std_test_dist_14_angl_4,-0.094521693653007,Class 0,std,test,dist,14,12,angl,4
entropy_test_dist_14_angl_3,-0.092150537851346,Class 0,entropy,test,dist,14,12,angl,3
mean_test_dist_14_angl_1,-0.061989869316086,Class 0,mean,test,dist,14,12,angl,1
ASM_test_dist_14_angl_3,-0.058452372724001,Class 0,ASM,test,dist,14,12,angl,3
correlation_test_dist_14_angl_2,-0.044462461733007,Class 0,correlation,test,dist,14,12,angl,2
correlation_test_dist_14_angl_1,-0.022434247428802,Class 0,correlation,test,dist,14,12,angl,1
dissimilarity_test_dist_14_angl_4,-0.015930803197996,Class 0,dissimilarity,test,dist,14,12,angl,4
homogeneity_test_dist_14_angl_2,-0.011920676917876,Class 0,homogeneity,test,dist,14,12,angl,2
energy_test_dist_14_angl_4,-0.007717098396774,Class 0,energy,test,dist,14,12,angl,4
variance_test_dist_14_angl_1,0.0071636809981,Class 0,variance,test,dist,14,12,angl,1
variance_test_dist_14_angl_2,0.014613464047828,Class 0,variance,test,dist,14,12,angl,2
homogeneity_test_dist_14_angl_1,0.017201777250452,Class 0,homogeneity,test,dist,14,12,angl,1
correlation_test_dist_14_angl_4,0.021994751419142,Class 0,correlation,test,dist,14,12,angl,4
variance_test_dist_14_angl_3,0.025199237492651,Class 0,variance,test,dist,14,12,angl,3
energy_test_dist_14_angl_3,0.02974789318602,Class 0,energy,test,dist,14,12,angl,3
energy_test_dist_14_angl_1,0.051223276452409,Class 0,energy,test,dist,14,12,angl,1
homogeneity_test_dist_14_angl_3,0.051835655344462,Class 0,homogeneity,test,dist,14,12,angl,3
std_test_dist_14_angl_2,0.064623774669688,Class 0,std,test,dist,14,12,angl,2
homogeneity_test_dist_14_angl_4,0.085711988948249,Class 0,homogeneity,test,dist,14,12,angl,4
energy_test_dist_14_angl_2,0.095993794734333,Class 0,energy,test,dist,14,12,angl,2
std_test_dist_14_angl_3,0.120663142606444,Class 0,std,test,dist,14,12,angl,3
dissimilarity_test_dist_14_angl_2,0.165229207417607,Class 0,dissimilarity,test,dist,14,12,angl,2
mean_test_dist_14_angl_3,0.177690668238257,Class 0,mean,test,dist,14,12,angl,3
entropy_test_dist_14_angl_1,0.299196656898342,Class 0,entropy,test,dist,14,12,angl,1
contrast_test_dist_14_angl_1,0.454777414559914,Class 0,contrast,test,dist,14,12,angl,1
contrast_test_dist_15_angl_3,-0.538520667885915,Class 0,contrast,test,dist,15,13,angl,3
variance_test_dist_15_angl_1,-0.30556583478911,Class 0,variance,test,dist,15,13,angl,1
ASM_test_dist_15_angl_1,-0.283928590766499,Class 0,ASM,test,dist,15,13,angl,1
homogeneity_test_dist_15_angl_2,-0.204836432643745,Class 0,homogeneity,test,dist,15,13,angl,2
homogeneity_test_dist_15_angl_1,-0.183841997430373,Class 0,homogeneity,test,dist,15,13,angl,1
contrast_test_dist_15_angl_2,-0.183414327359518,Class 0,contrast,test,dist,15,13,angl,2
contrast_test_dist_15_angl_1,-0.154464019628024,Class 0,contrast,test,dist,15,13,angl,1
contrast_test_dist_15_angl_4,-0.139692683593819,Class 0,contrast,test,dist,15,13,angl,4
mean_test_dist_15_angl_1,-0.105190602527198,Class 0,mean,test,dist,15,13,angl,1
correlation_test_dist_15_angl_1,-0.097341283750933,Class 0,correlation,test,dist,15,13,angl,1
mean_test_dist_15_angl_4,-0.065241997178954,Class 0,mean,test,dist,15,13,angl,4
energy_test_dist_15_angl_3,-0.062485251434228,Class 0,energy,test,dist,15,13,angl,3
entropy_test_dist_15_angl_2,-0.056340207865675,Class 0,entropy,test,dist,15,13,angl,2
variance_test_dist_15_angl_3,-0.042788864134562,Class 0,variance,test,dist,15,13,angl,3
correlation_test_dist_15_angl_4,-0.035453266813297,Class 0,correlation,test,dist,15,13,angl,4
ASM_test_dist_15_angl_2,-0.023166180064943,Class 0,ASM,test,dist,15,13,angl,2
std_test_dist_15_angl_1,-0.001281590830063,Class 0,std,test,dist,15,13,angl,1
correlation_test_dist_15_angl_2,0.002741332212437,Class 0,correlation,test,dist,15,13,angl,2
mean_test_dist_15_angl_2,0.014683814075047,Class 0,mean,test,dist,15,13,angl,2
variance_test_dist_15_angl_4,0.017486101702188,Class 0,variance,test,dist,15,13,angl,4
std_test_dist_15_angl_2,0.023517935560374,Class 0,std,test,dist,15,13,angl,2
entropy_test_dist_15_angl_3,0.033410110701527,Class 0,entropy,test,dist,15,13,angl,3
dissimilarity_test_dist_15_angl_3,0.039698981769707,Class 0,dissimilarity,test,dist,15,13,angl,3
